,match_id,player,runs_scored_each_inning,total_runs_scored,balls_faced_each_inning
0,335982,AA Noffke,9,9,12
1,335982,B Akhil,0,76,2
2,335982,BB McCullum,158,2882,77
3,335982,CL White,6,971,10
4,335982,DJ Hussey,12,1322,12
5,335982,JH Kallis,8,2427,7
6,335982,MV Boucher,7,394,11
7,335982,Mohammad Hafeez,5,64,3
8,335982,P Kumar,18,340,17
9,335982,R Dravid,2,2174,3
10,335982,RT Ponting,20,91,20
11,335982,SB Joshi,3,6,8
12,335982,SC Ganguly,10,1349,12
13,335982,V Kohli,1,8014,5
14,335982,W Jaffer,6,130,18
15,335982,Z Khan,3,117,8
16,335983,IK Pathan,3,1150,5
17,335983,JDP Oram,13,106,11
18,335983,JR Hopes,71,417,34
19,335983,K Goel,24,218,20
20,335983,KC Sangakkara,54,1687,35
21,335983,MEK Hussey,116,1977,54
22,335983,ML Hayden,25,1107,17
23,335983,MS Dhoni,2,5243,3
24,335983,PA Patel,15,2848,11
25,335983,S Badrinath,31,1441,14
26,335983,SK Raina,32,5536,14
27,335983,SM Katich,21,241,17
28,335983,Yuvraj Singh,23,2754,13
29,335984,D Salunkhe,26,33,20
30,335984,DS Lehmann,1,18,2
31,335984,G Gambhir,58,4217,49
32,335984,M Kaif,9,259,19
33,335984,M Rawat,2,55,4
34,335984,RA Jadeja,29,2959,24
35,335984,S Dhawan,52,6769,44
36,335984,SK Trivedi,3,42,7
37,335984,SK Warne,14,198,13
38,335984,SR Watson,21,3880,15
39,335984,T Kohli,7,11,13
40,335984,V Sehwag,12,2728,4
41,335984,YK Pathan,10,3222,5
42,335985,AM Nayar,20,672,15
43,335985,B Akhil,3,76,6
44,335985,DJ Thornely,0,39,6
45,335985,Harbhajan Singh,2,833,2
46,335985,JH Kallis,25,2427,24
47,335985,L Ronchi,8,34,10
48,335985,LRPL Taylor,23,1017,13
49,335985,MV Boucher,39,394,20
50,335985,PR Shah,19,92,23
51,335985,R Dravid,32,2174,33
52,335985,RV Uthappa,48,4954,38
53,335985,S Chanderpaul,16,25,12
54,335985,SM Pollock,28,147,12
55,335985,ST Jayasuriya,29,768,17
56,335985,V Kohli,23,8014,15
57,335986,A Symonds,32,974,41
58,335986,AC Gilchrist,23,2069,24
59,335986,AS Yadav,10,49,10
60,335986,BB McCullum,5,2882,5
61,335986,DJ Hussey,38,1322,45
62,335986,LR Shukla,4,405,6
63,335986,Mohammad Hafeez,13,64,13
64,335986,RG Sharma,0,6630,3
65,335986,RP Singh,1,52,2
66,335986,RT Ponting,0,91,1
67,335986,SB Bangar,14,49,10
68,335986,SB Styris,6,131,7
69,335986,SC Ganguly,14,1349,35
70,335986,VVS Laxman,0,282,6
71,335986,WP Saha,10,2934,17
72,335986,WPUJC Vaas,0,81,1
73,335986,Y Venugopal Rao,14,985,14
74,335987,B Lee,0,124,2
75,335987,DPMD Jayawardene,2,1808,5
76,335987,DS Lehmann,17,18,17
77,335987,IK Pathan,12,1150,19
78,335987,JR Hopes,16,417,16
79,335987,K Goel,26,218,21
80,335987,KC Sangakkara,20,1687,8
81,335987,Kamran Akmal,15,128,10
82,335987,M Kaif,5,259,8
83,335987,PP Chawla,24,624,11
84,335987,RA Jadeja,36,2959,27
85,335987,S Sohal,4,368,4
86,335987,SR Watson,76,3880,51
87,335987,WA Mota,1,56,1
88,335987,YK Pathan,7,3222,6
89,335987,Yuvraj Singh,57,2754,35
90,335988,A Symonds,12,974,13
91,335988,AC Gilchrist,8,2069,9
92,335988,AS Yadav,12,49,7
93,335988,G Gambhir,12,4217,9
94,335988,RG Sharma,66,6630,37
95,335988,RP Singh,1,52,1
96,335988,S Dhawan,25,6769,31
97,335988,SB Bangar,8,49,14
98,335988,Shahid Afridi,2,81,7
99,335988,V Sehwag,94,2728,43
100,335988,VVS Laxman,2,282,6
101,335988,WPUJC Vaas,12,81,6
102,335988,Y Venugopal Rao,14,985,22
103,335989,A Nehra,1,41,2
104,335989,AM Nayar,45,672,20
105,335989,DJ Bravo,24,1560,17
106,335989,Harbhajan Singh,28,833,14
107,335989,JDP Oram,5,106,2
108,335989,L Ronchi,2,34,4
109,335989,MA Khote,9,24,5
110,335989,MEK Hussey,5,1977,9
111,335989,ML Hayden,81,1107,47
112,335989,MS Dhoni,30,5243,17
113,335989,PA Patel,14,2848,12
114,335989,RV Uthappa,43,4954,36
115,335989,S Badrinath,2,1441,1
116,335989,SK Raina,53,5536,39
117,335989,SM Pollock,17,147,18
118,335989,ST Jayasuriya,20,768,12
119,335990,A Symonds,117,974,57
120,335990,AC Gilchrist,13,2069,9
121,335990,AS Yadav,16,49,10
122,335990,D Salunkhe,1,33,1
123,335990,GC Smith,71,739,46
124,335990,Kamran Akmal,12,128,9
125,335990,M Kaif,34,259,16
126,335990,Pankaj Singh,4,7,3
127,335990,RA Jadeja,1,2959,3
128,335990,RG Sharma,36,6630,30
129,335990,SK Warne,22,198,9
130,335990,SR Watson,4,3880,6
131,335990,Shahid Afridi,10,81,4
132,335990,VVS Laxman,16,282,16
133,335990,YK Pathan,61,3222,29
134,335991,A Nehra,2,41,10
135,335991,AM Nayar,2,672,3
136,335991,B Lee,16,124,9
137,335991,DJ Bravo,23,1560,22
138,335991,DPMD Jayawardene,12,1808,7
139,335991,DS Kulkarni,2,104,17
140,335991,Harbhajan Singh,0,833,1
141,335991,IK Pathan,6,1150,3
142,335991,K Goel,18,218,21
143,335991,KC Sangakkara,94,1687,58
144,335991,L Ronchi,11,34,9
145,335991,MA Khote,8,24,7
146,335991,PP Chawla,0,624,1
147,335991,RR Sarwan,7,73,9
148,335991,RV Uthappa,21,4954,19
149,335991,S Sohal,0,368,4
150,335991,S Sreesanth,0,34,1
151,335991,SM Pollock,22,147,21
152,335991,SS Tiwary,17,1494,10
153,335991,ST Jayasuriya,1,768,7
154,335991,VRV Singh,4,4,2
155,335991,Yuvraj Singh,18,2754,9
156,335992,GC Smith,49,739,42
157,335992,JH Kallis,11,2427,10
158,335992,LRPL Taylor,44,1017,21
159,335992,M Kaif,4,259,6
160,335992,M Rawat,0,55,2
161,335992,MV Boucher,4,394,10
162,335992,P Kumar,34,340,30
163,335992,R Dravid,0,2174,1
164,335992,R Vinay Kumar,1,310,1
165,335992,S Chanderpaul,2,25,9
166,335992,SB Joshi,3,6,8
167,335992,SR Watson,61,3880,43
168,335992,V Kohli,13,8014,16
169,335992,YK Pathan,21,3222,12
170,335992,Z Khan,17,117,18
171,335993,AB Agarkar,11,179,9
172,335993,BB McCullum,24,2882,12
173,335993,DJ Hussey,0,1322,2
174,335993,I Sharma,4,57,3
175,335993,LR Shukla,42,405,35
176,335993,M Kartik,3,113,3
177,335993,ML Hayden,70,1107,50
178,335993,MS Dhoni,43,5243,27
179,335993,Mohammad Hafeez,16,64,24
180,335993,PA Patel,21,2848,30
181,335993,RT Ponting,0,91,1
182,335993,SC Ganguly,12,1349,21
183,335993,WP Saha,27,2934,16
184,335994,AC Gilchrist,109,2069,50
185,335994,AM Nayar,34,672,20
186,335994,AM Rahane,0,4642,7
187,335994,DJ Bravo,34,1560,18
188,335994,L Ronchi,13,34,11
189,335994,MA Khote,7,24,10
190,335994,RV Uthappa,6,4954,5
191,335994,SM Pollock,31,147,31
192,335994,ST Jayasuriya,18,768,23
193,335994,VVS Laxman,37,282,27
194,335995,B Lee,1,124,3
195,335995,DPMD Jayawardene,15,1808,15
196,335995,G Gambhir,18,4217,14
197,335995,IK Pathan,10,1150,7
198,335995,K Goel,1,218,3
199,335995,KC Sangakkara,4,1687,2
200,335995,KD Karthik,24,4843,14
201,335995,MF Maharoof,18,177,12
202,335995,MK Tiwary,39,1695,36
203,335995,R Bhatia,17,342,15
204,335995,S Dhawan,0,6769,3
205,335995,SM Katich,75,241,55
206,335995,Shoaib Malik,19,52,19
207,335995,TM Srivastava,7,8,9
208,335995,V Sehwag,6,2728,7
209,335995,VY Mahesh,6,15,5
210,335995,Yuvraj Singh,40,2754,29
211,335996,B Akhil,2,76,3
212,335996,B Chipli,8,280,12
213,335996,DW Steyn,1,167,2
214,335996,JH Kallis,14,2427,10
215,335996,LRPL Taylor,53,1017,36
216,335996,MEK Hussey,47,1977,37
217,335996,ML Hayden,13,1107,21
218,335996,MS Dhoni,65,5243,31
219,335996,MV Boucher,4,394,6
220,335996,P Kumar,6,340,5
221,335996,PA Patel,21,2848,17
222,335996,R Dravid,0,2174,1
223,335996,SK Raina,28,5536,17
224,335996,V Kohli,12,8014,7
225,335996,W Jaffer,50,130,36
226,335996,Z Khan,8,117,6
227,335997,AB Agarkar,2,179,7
228,335997,AM Rahane,4,4642,12
229,335997,BB McCullum,1,2882,2
230,335997,DB Das,29,304,21
231,335997,DJ Bravo,64,1560,53
232,335997,DJ Hussey,17,1322,20
233,335997,LR Shukla,40,405,24
234,335997,M Kartik,10,113,12
235,335997,MK Pandey,0,3859,4
236,335997,Mohammad Hafeez,2,64,6
237,335997,RT Ponting,19,91,31
238,335997,RV Uthappa,37,4954,39
239,335997,SC Ganguly,4,1349,2
240,335997,ST Jayasuriya,18,768,10
241,335998,G Gambhir,86,4217,54
242,335998,JH Kallis,54,2427,44
243,335998,KD Karthik,2,4843,4
244,335998,LRPL Taylor,29,1017,15
245,335998,MK Tiwary,11,1695,9
246,335998,MV Boucher,31,394,17
247,335998,P Kumar,6,340,5
248,335998,R Bhatia,8,342,5
249,335998,R Dravid,38,2174,30
250,335998,S Dhawan,50,6769,33
251,335998,Shoaib Malik,6,52,4
252,335998,V Kohli,1,8014,1
253,335998,V Sehwag,24,2728,13
254,335998,W Jaffer,10,130,9
255,335999,AC Gilchrist,6,2069,6
256,335999,D Kalyankrishna,3,3,8
257,335999,DNT Zoysa,1,11,2
258,335999,DPMD Jayawardene,45,1808,25
259,335999,HH Gibbs,7,886,10
260,335999,KC Sangakkara,3,1687,4
261,335999,RG Sharma,76,6630,42
262,335999,RP Singh,2,52,2
263,335999,RR Sarwan,15,73,15
264,335999,SB Bangar,3,49,8
265,335999,SE Marsh,84,2489,63
266,335999,Shahid Afridi,13,81,7
267,335999,VVS Laxman,48,282,35
268,335999,Y Venugopal Rao,1,985,2
269,335999,Yuvraj Singh,14,2754,10
270,336000,AB Agarkar,20,179,15
271,336000,AB Dinda,1,26,3
272,336000,BJ Hodge,1,1400,3
273,336000,DB Das,11,304,13
274,336000,DJ Hussey,42,1322,32
275,336000,GC Smith,2,739,7
276,336000,I Sharma,1,57,1
277,336000,LR Shukla,2,405,2
278,336000,M Kaif,21,259,19
279,336000,M Rawat,1,55,1
280,336000,RA Jadeja,33,2959,20
281,336000,SA Asnodkar,60,423,35
282,336000,SC Ganguly,51,1349,41
283,336000,SK Warne,7,198,8
284,336000,SR Watson,0,3880,1
285,336000,Salman Butt,7,193,8
286,336000,Sohail Tanvir,3,36,3
287,336000,Umar Gul,2,39,2
288,336000,WP Saha,1,2934,2
289,336000,YK Pathan,55,3222,33
290,336001,AB de Villiers,26,5181,22
291,336001,G Gambhir,50,4217,37
292,336001,JA Morkel,28,975,16
293,336001,MS Dhoni,32,5243,28
294,336001,PA Patel,21,2848,21
295,336001,S Badrinath,11,1441,5
296,336001,S Dhawan,19,6769,17
297,336001,S Vidyut,54,145,38
298,336001,SK Raina,3,5536,4
299,336001,SP Fleming,13,196,14
300,336001,V Sehwag,71,2728,42
301,336002,AC Gilchrist,46,2069,38
302,336002,AS Yadav,8,49,8
303,336002,B Akhil,27,76,7
304,336002,CL White,31,971,23
305,336002,DB Ravi Teja,7,375,7
306,336002,HH Gibbs,47,886,36
307,336002,JH Kallis,31,2427,25
308,336002,LPC Silva,0,40,2
309,336002,Misbah-ul-Haq,34,117,28
310,336002,R Dravid,31,2174,21
311,336002,RG Sharma,17,6630,17
312,336002,RP Singh,1,52,3
313,336002,V Kohli,9,8014,5
314,336002,W Jaffer,5,130,5
315,336002,WPUJC Vaas,0,81,3
316,336002,Y Venugopal Rao,26,985,12
317,336003,AB Agarkar,1,179,2
318,336003,BJ Hodge,1,1400,3
319,336003,DB Das,5,304,8
320,336003,DJ Hussey,71,1322,47
321,336003,DPMD Jayawardene,10,1808,6
322,336003,IK Pathan,24,1150,28
323,336003,JR Hopes,18,417,12
324,336003,K Goel,6,218,7
325,336003,KC Sangakkara,28,1687,23
326,336003,LR Shukla,7,405,10
327,336003,Mohammad Hafeez,13,64,12
328,336003,PP Chawla,21,624,7
329,336003,SC Ganguly,5,1349,8
330,336003,SE Marsh,40,2489,32
331,336003,WP Saha,59,2934,32
332,336003,Yuvraj Singh,17,2754,10
333,336004,AB de Villiers,21,5181,17
334,336004,AM Nayar,2,672,6
335,336004,DJ Bravo,2,1560,4
336,336004,DJ Thornely,30,39,24
337,336004,G Gambhir,1,4217,9
338,336004,GD McGrath,0,4,2
339,336004,KD Karthik,28,4843,23
340,336004,Mohammad Asif,0,3,1
341,336004,PJ Sangwan,2,26,4
342,336004,R Bhatia,9,342,8
343,336004,RR Raje,6,20,5
344,336004,RV Uthappa,22,4954,21
345,336004,S Dhawan,1,6769,3
346,336004,SM Pollock,33,147,17
347,336004,SS Tiwary,9,1494,10
348,336004,ST Jayasuriya,34,768,16
349,336004,Shoaib Malik,24,52,22
350,336004,V Sehwag,40,2728,20
351,336004,VY Mahesh,3,15,5
352,336004,YV Takawale,14,192,21
353,336005,GC Smith,35,739,48
354,336005,JA Morkel,42,975,33
355,336005,Joginder Sharma,0,36,1
356,336005,M Muralitharan,0,20,3
357,336005,M Ntini,11,11,13
358,336005,MS Dhoni,1,5243,7
359,336005,MS Gony,1,99,4
360,336005,PA Patel,0,2848,1
361,336005,S Badrinath,15,1441,14
362,336005,S Vidyut,5,145,11
363,336005,SA Asnodkar,32,423,31
364,336005,SK Raina,27,5536,27
365,336005,SP Fleming,0,196,2
366,336005,SR Watson,14,3880,8
367,336005,YK Pathan,8,3222,6
368,336006,A Kumble,3,35,7
369,336006,CL White,0,971,1
370,336006,DPMD Jayawardene,17,1808,23
371,336006,DT Patil,4,13,1
372,336006,DW Steyn,1,167,3
373,336006,IK Pathan,17,1150,18
374,336006,JH Kallis,0,2427,3
375,336006,JR Hopes,5,417,5
376,336006,Misbah-ul-Haq,8,117,8
377,336006,P Kumar,0,340,2
378,336006,R Dravid,66,2174,51
379,336006,RR Sarwan,31,73,32
380,336006,SE Marsh,39,2489,35
381,336006,V Kohli,34,8014,39
382,336006,W Jaffer,0,130,5
383,336006,Yuvraj Singh,1,2754,4
384,336006,Z Khan,0,117,1
385,336007,AC Gilchrist,54,2069,37
386,336007,HH Gibbs,10,886,10
387,336007,JA Morkel,29,975,19
388,336007,Joginder Sharma,16,36,10
389,336007,MS Dhoni,23,5243,32
390,336007,MS Gony,15,99,6
391,336007,PA Patel,4,2848,6
392,336007,RG Sharma,23,6630,17
393,336007,S Anirudha,1,136,8
394,336007,S Badrinath,0,1441,5
395,336007,SB Styris,36,131,42
396,336007,SK Raina,32,5536,21
397,336007,SP Fleming,14,196,17
398,336007,Shahid Afridi,20,81,6
399,336008,AM Nayar,12,672,14
400,336008,DJ Bravo,1,1560,6
401,336008,GC Smith,5,739,9
402,336008,M Kaif,4,259,7
403,336008,M Rawat,1,55,5
404,336008,MM Patel,0,39,1
405,336008,RA Jadeja,0,2959,1
406,336008,RV Uthappa,34,4954,24
407,336008,SA Asnodkar,39,423,38
408,336008,SK Trivedi,1,42,3
409,336008,SK Warne,7,198,8
410,336008,SR Watson,32,3880,22
411,336008,ST Jayasuriya,18,768,20
412,336008,Sohail Tanvir,6,36,6
413,336008,YK Pathan,1,3222,3
414,336008,YV Takawale,27,192,35
415,336009,AB de Villiers,0,5181,1
416,336009,CK Kapugedera,8,16,9
417,336009,G Gambhir,80,4217,51
418,336009,JA Morkel,30,975,15
419,336009,KD Karthik,6,4843,3
420,336009,MK Tiwary,5,1695,2
421,336009,MS Dhoni,33,5243,33
422,336009,MS Gony,13,99,6
423,336009,S Badrinath,8,1441,5
424,336009,S Dhawan,59,6769,48
425,336009,S Vidyut,40,145,25
426,336009,SK Raina,1,5536,2
427,336009,SP Fleming,44,196,30
428,336009,Shoaib Malik,2,52,3
429,336009,V Sehwag,23,2728,18
430,336010,A Chopra,2,53,5
431,336010,BJ Hodge,10,1400,12
432,336010,CL White,30,971,16
433,336010,DJ Hussey,26,1322,12
434,336010,J Arunkumar,22,23,18
435,336010,LR Shukla,11,405,9
436,336010,M Kartik,17,113,13
437,336010,MV Boucher,50,394,40
438,336010,P Kumar,4,340,2
439,336010,R Dravid,5,2174,11
440,336010,S Chanderpaul,7,25,12
441,336010,SC Ganguly,20,1349,23
442,336010,T Taibu,15,31,12
443,336010,Umar Gul,6,39,2
444,336010,WP Saha,17,2934,10
445,336011,AC Gilchrist,61,2069,49
446,336011,DB Ravi Teja,6,375,8
447,336011,GC Smith,40,739,43
448,336011,HH Gibbs,19,886,20
449,336011,M Kaif,17,259,15
450,336011,PP Ojha,1,16,2
451,336011,RG Sharma,5,6630,8
452,336011,RP Singh,2,52,4
453,336011,SB Bangar,3,49,6
454,336011,SB Styris,13,131,11
455,336011,SR Watson,5,3880,2
456,336011,Shahid Afridi,1,81,3
457,336011,Y Venugopal Rao,23,985,11
458,336011,YK Pathan,68,3222,41
459,336012,B Akhil,5,76,4
460,336012,CL White,26,971,21
461,336012,MV Boucher,18,394,15
462,336012,Misbah-ul-Haq,0,117,1
463,336012,P Kumar,8,340,11
464,336012,R Dravid,11,2174,16
465,336012,R Vinay Kumar,23,310,22
466,336012,RV Uthappa,19,4954,16
467,336012,SP Goswami,20,293,24
468,336012,SR Tendulkar,40,2334,47
469,336012,ST Jayasuriya,54,768,39
470,336012,V Kohli,0,8014,1
471,336013,DPMD Jayawardene,8,1808,6
472,336013,IK Pathan,40,1150,18
473,336013,JA Morkel,7,975,6
474,336013,JR Hopes,14,417,7
475,336013,K Goel,1,218,7
476,336013,MS Dhoni,60,5243,44
477,336013,PP Chawla,17,624,16
478,336013,RR Sarwan,20,73,22
479,336013,S Badrinath,64,1441,52
480,336013,S Vidyut,8,145,6
481,336013,SE Marsh,58,2489,39
482,336013,SK Raina,26,5536,19
483,336013,SP Fleming,1,196,4
484,336013,U Kaul,0,0,1
485,336013,VRV Singh,0,4,1
486,336013,Yuvraj Singh,2,2754,5
487,336014,A Chopra,24,53,25
488,336014,AC Gilchrist,24,2069,17
489,336014,DB Ravi Teja,10,375,7
490,336014,DJ Hussey,57,1322,29
491,336014,HH Gibbs,5,886,8
492,336014,LR Shukla,14,405,3
493,336014,RG Sharma,33,6630,24
494,336014,RP Singh,6,52,4
495,336014,SB Bangar,2,49,4
496,336014,SB Styris,5,131,11
497,336014,SC Ganguly,91,1349,58
498,336014,Salman Butt,4,193,4
499,336014,T Taibu,9,31,5
500,336014,WPUJC Vaas,9,81,8
501,336014,Y Venugopal Rao,71,985,45
502,336015,A Mishra,4,381,5
503,336015,AB de Villiers,20,5181,23
504,336015,AD Mascarenhas,9,79,8
505,336015,G Gambhir,31,4217,23
506,336015,GC Smith,24,739,29
507,336015,KD Karthik,13,4843,16
508,336015,M Kaif,1,259,5
509,336015,M Rawat,5,55,4
510,336015,MF Maharoof,39,177,16
511,336015,Niraj Patel,4,121,2
512,336015,RA Jadeja,6,2959,7
513,336015,S Dhawan,3,6769,3
514,336015,SK Warne,11,198,12
515,336015,SR Watson,74,3880,42
516,336015,TM Dilshan,18,1153,15
517,336015,V Sehwag,17,2728,21
518,336015,VY Mahesh,0,15,1
519,336015,YK Pathan,8,3222,13
520,336016,A Kumble,0,35,1
521,336016,CL White,10,971,15
522,336016,J Arunkumar,1,23,3
523,336016,JR Hopes,27,417,19
524,336016,LA Pomersbach,34,302,24
525,336016,MV Boucher,39,394,33
526,336016,Misbah-ul-Haq,21,117,8
527,336016,P Kumar,5,340,7
528,336016,R Dravid,29,2174,26
529,336016,R Vinay Kumar,1,310,4
530,336016,SE Marsh,74,2489,54
531,336016,V Kohli,21,8014,23
532,336016,Z Khan,1,117,4
533,336017,A Chopra,13,53,18
534,336017,A Mishra,31,381,32
535,336017,AB de Villiers,7,5181,12
536,336017,DJ Hussey,31,1322,32
537,336017,G Gambhir,10,4217,7
538,336017,Iqbal Abdulla,1,88,2
539,336017,LR Shukla,10,405,8
540,336017,MF Maharoof,10,177,12
541,336017,MK Tiwary,9,1695,7
542,336017,PJ Sangwan,0,26,1
543,336017,S Dhawan,7,6769,11
544,336017,SC Ganguly,7,1349,6
545,336017,Salman Butt,48,193,47
546,336017,T Taibu,7,31,9
547,336017,TM Dilshan,25,1153,19
548,336017,V Sehwag,0,2728,2
549,336017,VY Mahesh,3,15,7
550,336017,WP Saha,5,2934,6
551,336018,CK Kapugedera,0,16,2
552,336018,JA Morkel,5,975,7
553,336018,MS Dhoni,43,5243,37
554,336018,RV Uthappa,16,4954,22
555,336018,S Badrinath,53,1441,35
556,336018,S Vidyut,16,145,11
557,336018,SK Raina,1,5536,6
558,336018,SP Fleming,26,196,29
559,336018,SR Tendulkar,12,2334,19
560,336018,ST Jayasuriya,114,768,53
561,336019,D Salunkhe,6,33,3
562,336019,JR Hopes,51,417,35
563,336019,Kamran Akmal,24,128,8
564,336019,LA Pomersbach,1,302,1
565,336019,M Kaif,1,259,5
566,336019,M Rawat,23,55,19
567,336019,Niraj Patel,57,121,40
568,336019,Pankaj Singh,1,7,5
569,336019,SE Marsh,115,2489,72
570,336019,SR Watson,22,3880,19
571,336019,YK Pathan,39,3222,15
572,336019,Younis Khan,3,3,7
573,336019,Yuvraj Singh,49,2754,16
574,336020,AC Gilchrist,14,2069,10
575,336020,DB Ravi Teja,9,375,5
576,336020,DP Vijaykumar,1,1,1
577,336020,G Gambhir,79,4217,51
578,336020,HH Gibbs,22,886,23
579,336020,MF Maharoof,19,177,11
580,336020,MK Tiwary,4,1695,1
581,336020,PM Sarvesh Kumar,1,1,2
582,336020,PP Ojha,0,16,1
583,336020,RG Sharma,35,6630,18
584,336020,RP Singh,1,52,2
585,336020,S Dhawan,68,6769,54
586,336020,SB Styris,29,131,28
587,336020,Shahid Afridi,33,81,14
588,336020,TM Dilshan,16,1153,6
589,336020,V Sehwag,0,2728,2
590,336020,Y Venugopal Rao,34,985,18
591,336021,A Chopra,1,53,4
592,336021,AB Agarkar,15,179,14
593,336021,AB Dinda,1,26,1
594,336021,DJ Hussey,2,1322,9
595,336021,DJ Thornely,1,39,6
596,336021,I Sharma,4,57,5
597,336021,LR Shukla,0,405,4
598,336021,Mohammad Hafeez,5,64,12
599,336021,RV Uthappa,9,4954,8
600,336021,SC Ganguly,15,1349,20
601,336021,SR Tendulkar,0,2334,3
602,336021,ST Jayasuriya,48,768,21
603,336021,Salman Butt,13,193,15
604,336021,Shoaib Akhtar,2,2,8
605,336021,WP Saha,1,2934,6
606,336022,DPMD Jayawardene,36,1808,18
607,336022,G Gambhir,40,4217,32
608,336022,JR Hopes,4,417,7
609,336022,LA Pomersbach,25,302,12
610,336022,MF Maharoof,0,177,1
611,336022,S Dhawan,8,6769,5
612,336022,SE Marsh,2,2489,5
613,336022,Shoaib Malik,1,52,1
614,336022,TM Dilshan,8,1153,6
615,336022,V Sehwag,51,2728,28
616,336022,Yuvraj Singh,23,2754,8
617,336023,A Kumble,8,35,8
618,336023,Abdur Razzak,0,0,2
619,336023,CL White,10,971,17
620,336023,DT Patil,9,13,12
621,336023,GC Smith,75,739,53
622,336023,J Arunkumar,0,23,3
623,336023,JH Kallis,20,2427,31
624,336023,Misbah-ul-Haq,0,117,1
625,336023,P Kumar,0,340,1
626,336023,R Dravid,75,2174,37
627,336023,SA Asnodkar,50,423,46
628,336023,SR Watson,46,3880,28
629,336023,V Kohli,3,8014,8
630,336023,Z Khan,1,117,5
631,336024,AC Gilchrist,13,2069,17
632,336024,AM Nayar,38,672,24
633,336024,DB Ravi Teja,37,375,27
634,336024,DJ Bravo,30,1560,17
635,336024,DJ Thornely,8,39,18
636,336024,DNT Zoysa,10,11,7
637,336024,H Das,2,2,5
638,336024,LPC Silva,17,40,15
639,336024,PR Shah,10,92,9
640,336024,RG Sharma,6,6630,10
641,336024,RP Singh,3,52,3
642,336024,RR Raje,1,20,2
643,336024,RV Uthappa,7,4954,18
644,336024,SR Tendulkar,23,2334,19
645,336024,ST Jayasuriya,36,768,16
646,336024,Shahid Afridi,0,81,1
647,336024,Y Venugopal Rao,57,985,39
648,336024,YV Takawale,5,192,5
649,336025,DB Das,27,304,32
650,336025,DJ Hussey,0,1322,1
651,336025,LR Shukla,13,405,12
652,336025,Mohammad Hafeez,6,64,6
653,336025,PA Patel,19,2848,30
654,336025,SC Ganguly,2,1349,8
655,336025,SP Fleming,32,196,21
656,336025,Salman Butt,73,193,56
657,336025,WP Saha,15,2934,9
658,336026,AB de Villiers,21,5181,25
659,336026,B Akhil,3,76,3
660,336026,B Chipli,2,280,11
661,336026,CL White,1,971,2
662,336026,G Gambhir,39,4217,32
663,336026,JH Kallis,25,2427,24
664,336026,KD Karthik,6,4843,4
665,336026,MF Maharoof,13,177,8
666,336026,Misbah-ul-Haq,47,117,25
667,336026,P Kumar,2,340,5
668,336026,R Dravid,9,2174,11
669,336026,S Dhawan,16,6769,13
670,336026,SP Goswami,52,293,43
671,336026,TM Dilshan,4,1153,10
672,336026,V Sehwag,47,2728,19
673,336026,Z Khan,4,117,1
674,336027,AB Agarkar,5,179,2
675,336027,DB Das,31,304,20
676,336027,DJ Hussey,11,1322,15
677,336027,GC Smith,24,739,24
678,336027,I Sharma,2,57,1
679,336027,LR Shukla,15,405,10
680,336027,M Kaif,34,259,32
681,336027,Mohammad Hafeez,4,64,8
682,336027,SA Asnodkar,5,423,3
683,336027,SC Ganguly,32,1349,34
684,336027,SR Watson,19,3880,15
685,336027,Salman Butt,24,193,22
686,336027,Sohail Tanvir,13,36,8
687,336027,Umar Gul,7,39,4
688,336027,WP Saha,11,2934,6
689,336027,YK Pathan,48,3222,20
690,336028,A Nehra,0,41,1
691,336028,AM Nayar,27,672,18
692,336028,CRD Fernando,2,4,1
693,336028,DPMD Jayawardene,1,1808,2
694,336028,DR Smith,20,2385,16
695,336028,IK Pathan,9,1150,6
696,336028,JR Hopes,0,417,1
697,336028,LA Pomersbach,79,302,52
698,336028,PR Shah,5,92,5
699,336028,RV Uthappa,9,4954,13
700,336028,SD Chitnis,15,99,6
701,336028,SE Marsh,81,2489,57
702,336028,SM Pollock,0,147,1
703,336028,SR Tendulkar,65,2334,47
704,336028,ST Jayasuriya,20,768,15
705,336028,VS Yeligati,2,2,2
706,336028,Yuvraj Singh,7,2754,6
707,336029,A Kumble,2,35,1
708,336029,B Akhil,6,76,7
709,336029,JA Morkel,1,975,5
710,336029,JH Kallis,5,2427,5
711,336029,L Balaji,0,36,5
712,336029,M Ntini,0,11,6
713,336029,MS Dhoni,4,5243,8
714,336029,MS Gony,4,99,5
715,336029,MV Boucher,17,394,15
716,336029,Misbah-ul-Haq,4,117,6
717,336029,P Kumar,21,340,11
718,336029,PA Patel,24,2848,31
719,336029,R Dravid,47,2174,39
720,336029,R Vinay Kumar,0,310,1
721,336029,S Badrinath,1,1441,3
722,336029,S Vidyut,0,145,3
723,336029,SK Raina,21,5536,20
724,336029,SP Fleming,45,196,40
725,336029,SP Goswami,10,293,19
726,336029,V Kohli,10,8014,17
727,336031,AC Gilchrist,50,2069,42
728,336031,DPMD Jayawardene,14,1808,11
729,336031,HH Gibbs,44,886,35
730,336031,KC Sangakkara,50,1687,25
731,336031,LA Pomersbach,13,302,12
732,336031,LPC Silva,23,40,10
733,336031,PP Chawla,16,624,10
734,336031,RG Sharma,50,6630,27
735,336031,SB Styris,1,131,2
736,336031,SE Marsh,60,2489,46
737,336031,Y Venugopal Rao,2,985,5
738,336031,Yuvraj Singh,17,2754,18
739,336032,AM Nayar,1,672,3
