,match_id,player,runs_scored_each_inning,total_runs_scored
0,335982,AA Noffke,9,9
1,335982,B Akhil,0,76
2,335982,BB McCullum,158,2882
3,335982,CL White,6,971
4,335982,DJ Hussey,12,1322
5,335982,JH Kallis,8,2427
6,335982,MV Boucher,7,394
7,335982,Mohammad Hafeez,5,64
8,335982,P Kumar,18,340
9,335982,R Dravid,2,2174
10,335982,RT Ponting,20,91
11,335982,SB Joshi,3,6
12,335982,SC Ganguly,10,1349
13,335982,V Kohli,1,8014
14,335982,W Jaffer,6,130
15,335982,Z Khan,3,117
16,335983,IK Pathan,3,1150
17,335983,JDP Oram,13,106
18,335983,JR Hopes,71,417
19,335983,K Goel,24,218
20,335983,KC Sangakkara,54,1687
21,335983,MEK Hussey,116,1977
22,335983,ML Hayden,25,1107
23,335983,MS Dhoni,2,5243
24,335983,PA Patel,15,2848
25,335983,S Badrinath,31,1441
26,335983,SK Raina,32,5536
27,335983,SM Katich,21,241
28,335983,Yuvraj Singh,23,2754
29,335984,D Salunkhe,26,33
30,335984,DS Lehmann,1,18
31,335984,G Gambhir,58,4217
32,335984,M Kaif,9,259
33,335984,M Rawat,2,55
34,335984,RA Jadeja,29,2959
35,335984,S Dhawan,52,6769
36,335984,SK Trivedi,3,42
37,335984,SK Warne,14,198
38,335984,SR Watson,21,3880
39,335984,T Kohli,7,11
40,335984,V Sehwag,12,2728
41,335984,YK Pathan,10,3222
42,335985,AM Nayar,20,672
43,335985,B Akhil,3,76
44,335985,DJ Thornely,0,39
45,335985,Harbhajan Singh,2,833
46,335985,JH Kallis,25,2427
47,335985,L Ronchi,8,34
48,335985,LRPL Taylor,23,1017
49,335985,MV Boucher,39,394
50,335985,PR Shah,19,92
51,335985,R Dravid,32,2174
52,335985,RV Uthappa,48,4954
53,335985,S Chanderpaul,16,25
54,335985,SM Pollock,28,147
55,335985,ST Jayasuriya,29,768
56,335985,V Kohli,23,8014
57,335986,A Symonds,32,974
58,335986,AC Gilchrist,23,2069
59,335986,AS Yadav,10,49
60,335986,BB McCullum,5,2882
61,335986,DJ Hussey,38,1322
62,335986,LR Shukla,4,405
63,335986,Mohammad Hafeez,13,64
64,335986,RG Sharma,0,6630
65,335986,RP Singh,1,52
66,335986,RT Ponting,0,91
67,335986,SB Bangar,14,49
68,335986,SB Styris,6,131
69,335986,SC Ganguly,14,1349
70,335986,VVS Laxman,0,282
71,335986,WP Saha,10,2934
72,335986,WPUJC Vaas,0,81
73,335986,Y Venugopal Rao,14,985
74,335987,B Lee,0,124
75,335987,DPMD Jayawardene,2,1808
76,335987,DS Lehmann,17,18
77,335987,IK Pathan,12,1150
78,335987,JR Hopes,16,417
79,335987,K Goel,26,218
80,335987,KC Sangakkara,20,1687
81,335987,Kamran Akmal,15,128
82,335987,M Kaif,5,259
83,335987,PP Chawla,24,624
84,335987,RA Jadeja,36,2959
85,335987,S Sohal,4,368
86,335987,SR Watson,76,3880
87,335987,WA Mota,1,56
88,335987,YK Pathan,7,3222
89,335987,Yuvraj Singh,57,2754
90,335988,A Symonds,12,974
91,335988,AC Gilchrist,8,2069
92,335988,AS Yadav,12,49
93,335988,G Gambhir,12,4217
94,335988,RG Sharma,66,6630
95,335988,RP Singh,1,52
96,335988,S Dhawan,25,6769
97,335988,SB Bangar,8,49
98,335988,Shahid Afridi,2,81
99,335988,V Sehwag,94,2728
100,335988,VVS Laxman,2,282
101,335988,WPUJC Vaas,12,81
102,335988,Y Venugopal Rao,14,985
103,335989,A Nehra,1,41
104,335989,AM Nayar,45,672
105,335989,DJ Bravo,24,1560
106,335989,Harbhajan Singh,28,833
107,335989,JDP Oram,5,106
108,335989,L Ronchi,2,34
109,335989,MA Khote,9,24
110,335989,MEK Hussey,5,1977
111,335989,ML Hayden,81,1107
112,335989,MS Dhoni,30,5243
113,335989,PA Patel,14,2848
114,335989,RV Uthappa,43,4954
115,335989,S Badrinath,2,1441
116,335989,SK Raina,53,5536
117,335989,SM Pollock,17,147
118,335989,ST Jayasuriya,20,768
119,335990,A Symonds,117,974
120,335990,AC Gilchrist,13,2069
121,335990,AS Yadav,16,49
122,335990,D Salunkhe,1,33
123,335990,GC Smith,71,739
124,335990,Kamran Akmal,12,128
125,335990,M Kaif,34,259
126,335990,Pankaj Singh,4,7
127,335990,RA Jadeja,1,2959
128,335990,RG Sharma,36,6630
129,335990,SK Warne,22,198
130,335990,SR Watson,4,3880
131,335990,Shahid Afridi,10,81
132,335990,VVS Laxman,16,282
133,335990,YK Pathan,61,3222
134,335991,A Nehra,2,41
135,335991,AM Nayar,2,672
136,335991,B Lee,16,124
137,335991,DJ Bravo,23,1560
138,335991,DPMD Jayawardene,12,1808
139,335991,DS Kulkarni,2,104
140,335991,Harbhajan Singh,0,833
141,335991,IK Pathan,6,1150
142,335991,K Goel,18,218
143,335991,KC Sangakkara,94,1687
144,335991,L Ronchi,11,34
145,335991,MA Khote,8,24
146,335991,PP Chawla,0,624
147,335991,RR Sarwan,7,73
148,335991,RV Uthappa,21,4954
149,335991,S Sohal,0,368
150,335991,S Sreesanth,0,34
151,335991,SM Pollock,22,147
152,335991,SS Tiwary,17,1494
153,335991,ST Jayasuriya,1,768
154,335991,VRV Singh,4,4
155,335991,Yuvraj Singh,18,2754
156,335992,GC Smith,49,739
157,335992,JH Kallis,11,2427
158,335992,LRPL Taylor,44,1017
159,335992,M Kaif,4,259
160,335992,M Rawat,0,55
161,335992,MV Boucher,4,394
162,335992,P Kumar,34,340
163,335992,R Dravid,0,2174
164,335992,R Vinay Kumar,1,310
165,335992,S Chanderpaul,2,25
166,335992,SB Joshi,3,6
167,335992,SR Watson,61,3880
168,335992,V Kohli,13,8014
169,335992,YK Pathan,21,3222
170,335992,Z Khan,17,117
171,335993,AB Agarkar,11,179
172,335993,BB McCullum,24,2882
173,335993,DJ Hussey,0,1322
174,335993,I Sharma,4,57
175,335993,LR Shukla,42,405
176,335993,M Kartik,3,113
177,335993,ML Hayden,70,1107
178,335993,MS Dhoni,43,5243
179,335993,Mohammad Hafeez,16,64
180,335993,PA Patel,21,2848
181,335993,RT Ponting,0,91
182,335993,SC Ganguly,12,1349
183,335993,WP Saha,27,2934
184,335994,AC Gilchrist,109,2069
185,335994,AM Nayar,34,672
186,335994,AM Rahane,0,4642
187,335994,DJ Bravo,34,1560
188,335994,L Ronchi,13,34
189,335994,MA Khote,7,24
190,335994,RV Uthappa,6,4954
191,335994,SM Pollock,31,147
192,335994,ST Jayasuriya,18,768
193,335994,VVS Laxman,37,282
194,335995,B Lee,1,124
195,335995,DPMD Jayawardene,15,1808
196,335995,G Gambhir,18,4217
197,335995,IK Pathan,10,1150
198,335995,K Goel,1,218
199,335995,KC Sangakkara,4,1687
200,335995,KD Karthik,24,4843
201,335995,MF Maharoof,18,177
202,335995,MK Tiwary,39,1695
203,335995,R Bhatia,17,342
204,335995,S Dhawan,0,6769
205,335995,SM Katich,75,241
206,335995,Shoaib Malik,19,52
207,335995,TM Srivastava,7,8
208,335995,V Sehwag,6,2728
209,335995,VY Mahesh,6,15
210,335995,Yuvraj Singh,40,2754
211,335996,B Akhil,2,76
212,335996,B Chipli,8,280
213,335996,DW Steyn,1,167
214,335996,JH Kallis,14,2427
215,335996,LRPL Taylor,53,1017
216,335996,MEK Hussey,47,1977
217,335996,ML Hayden,13,1107
218,335996,MS Dhoni,65,5243
219,335996,MV Boucher,4,394
220,335996,P Kumar,6,340
221,335996,PA Patel,21,2848
222,335996,R Dravid,0,2174
223,335996,SK Raina,28,5536
224,335996,V Kohli,12,8014
225,335996,W Jaffer,50,130
226,335996,Z Khan,8,117
227,335997,AB Agarkar,2,179
228,335997,AM Rahane,4,4642
229,335997,BB McCullum,1,2882
230,335997,DB Das,29,304
231,335997,DJ Bravo,64,1560
232,335997,DJ Hussey,17,1322
233,335997,LR Shukla,40,405
234,335997,M Kartik,10,113
235,335997,MK Pandey,0,3859
236,335997,Mohammad Hafeez,2,64
237,335997,RT Ponting,19,91
238,335997,RV Uthappa,37,4954
239,335997,SC Ganguly,4,1349
240,335997,ST Jayasuriya,18,768
241,335998,G Gambhir,86,4217
242,335998,JH Kallis,54,2427
243,335998,KD Karthik,2,4843
244,335998,LRPL Taylor,29,1017
245,335998,MK Tiwary,11,1695
246,335998,MV Boucher,31,394
247,335998,P Kumar,6,340
248,335998,R Bhatia,8,342
249,335998,R Dravid,38,2174
250,335998,S Dhawan,50,6769
251,335998,Shoaib Malik,6,52
252,335998,V Kohli,1,8014
253,335998,V Sehwag,24,2728
254,335998,W Jaffer,10,130
255,335999,AC Gilchrist,6,2069
256,335999,D Kalyankrishna,3,3
257,335999,DNT Zoysa,1,11
258,335999,DPMD Jayawardene,45,1808
259,335999,HH Gibbs,7,886
260,335999,KC Sangakkara,3,1687
261,335999,RG Sharma,76,6630
262,335999,RP Singh,2,52
263,335999,RR Sarwan,15,73
264,335999,SB Bangar,3,49
265,335999,SE Marsh,84,2489
266,335999,Shahid Afridi,13,81
267,335999,VVS Laxman,48,282
268,335999,Y Venugopal Rao,1,985
269,335999,Yuvraj Singh,14,2754
270,336000,AB Agarkar,20,179
271,336000,AB Dinda,1,26
272,336000,BJ Hodge,1,1400
273,336000,DB Das,11,304
274,336000,DJ Hussey,42,1322
275,336000,GC Smith,2,739
276,336000,I Sharma,1,57
277,336000,LR Shukla,2,405
278,336000,M Kaif,21,259
279,336000,M Rawat,1,55
280,336000,RA Jadeja,33,2959
281,336000,SA Asnodkar,60,423
282,336000,SC Ganguly,51,1349
283,336000,SK Warne,7,198
284,336000,SR Watson,0,3880
285,336000,Salman Butt,7,193
286,336000,Sohail Tanvir,3,36
287,336000,Umar Gul,2,39
288,336000,WP Saha,1,2934
289,336000,YK Pathan,55,3222
290,336001,AB de Villiers,26,5181
291,336001,G Gambhir,50,4217
292,336001,JA Morkel,28,975
293,336001,MS Dhoni,32,5243
294,336001,PA Patel,21,2848
295,336001,S Badrinath,11,1441
296,336001,S Dhawan,19,6769
297,336001,S Vidyut,54,145
298,336001,SK Raina,3,5536
299,336001,SP Fleming,13,196
300,336001,V Sehwag,71,2728
301,336002,AC Gilchrist,46,2069
302,336002,AS Yadav,8,49
303,336002,B Akhil,27,76
304,336002,CL White,31,971
305,336002,DB Ravi Teja,7,375
306,336002,HH Gibbs,47,886
307,336002,JH Kallis,31,2427
308,336002,LPC Silva,0,40
309,336002,Misbah-ul-Haq,34,117
310,336002,R Dravid,31,2174
311,336002,RG Sharma,17,6630
312,336002,RP Singh,1,52
313,336002,V Kohli,9,8014
314,336002,W Jaffer,5,130
315,336002,WPUJC Vaas,0,81
316,336002,Y Venugopal Rao,26,985
317,336003,AB Agarkar,1,179
318,336003,BJ Hodge,1,1400
319,336003,DB Das,5,304
320,336003,DJ Hussey,71,1322
321,336003,DPMD Jayawardene,10,1808
322,336003,IK Pathan,24,1150
323,336003,JR Hopes,18,417
324,336003,K Goel,6,218
325,336003,KC Sangakkara,28,1687
326,336003,LR Shukla,7,405
327,336003,Mohammad Hafeez,13,64
328,336003,PP Chawla,21,624
329,336003,SC Ganguly,5,1349
330,336003,SE Marsh,40,2489
331,336003,WP Saha,59,2934
332,336003,Yuvraj Singh,17,2754
333,336004,AB de Villiers,21,5181
334,336004,AM Nayar,2,672
335,336004,DJ Bravo,2,1560
336,336004,DJ Thornely,30,39
337,336004,G Gambhir,1,4217
338,336004,GD McGrath,0,4
339,336004,KD Karthik,28,4843
340,336004,Mohammad Asif,0,3
341,336004,PJ Sangwan,2,26
342,336004,R Bhatia,9,342
343,336004,RR Raje,6,20
344,336004,RV Uthappa,22,4954
345,336004,S Dhawan,1,6769
346,336004,SM Pollock,33,147
347,336004,SS Tiwary,9,1494
348,336004,ST Jayasuriya,34,768
349,336004,Shoaib Malik,24,52
350,336004,V Sehwag,40,2728
351,336004,VY Mahesh,3,15
352,336004,YV Takawale,14,192
353,336005,GC Smith,35,739
354,336005,JA Morkel,42,975
355,336005,Joginder Sharma,0,36
356,336005,M Muralitharan,0,20
357,336005,M Ntini,11,11
358,336005,MS Dhoni,1,5243
359,336005,MS Gony,1,99
360,336005,PA Patel,0,2848
361,336005,S Badrinath,15,1441
362,336005,S Vidyut,5,145
363,336005,SA Asnodkar,32,423
364,336005,SK Raina,27,5536
365,336005,SP Fleming,0,196
366,336005,SR Watson,14,3880
367,336005,YK Pathan,8,3222
368,336006,A Kumble,3,35
369,336006,CL White,0,971
370,336006,DPMD Jayawardene,17,1808
371,336006,DT Patil,4,13
372,336006,DW Steyn,1,167
373,336006,IK Pathan,17,1150
374,336006,JH Kallis,0,2427
375,336006,JR Hopes,5,417
376,336006,Misbah-ul-Haq,8,117
377,336006,P Kumar,0,340
378,336006,R Dravid,66,2174
379,336006,RR Sarwan,31,73
380,336006,SE Marsh,39,2489
381,336006,V Kohli,34,8014
382,336006,W Jaffer,0,130
383,336006,Yuvraj Singh,1,2754
384,336006,Z Khan,0,117
385,336007,AC Gilchrist,54,2069
386,336007,HH Gibbs,10,886
387,336007,JA Morkel,29,975
388,336007,Joginder Sharma,16,36
389,336007,MS Dhoni,23,5243
390,336007,MS Gony,15,99
391,336007,PA Patel,4,2848
392,336007,RG Sharma,23,6630
393,336007,S Anirudha,1,136
394,336007,S Badrinath,0,1441
395,336007,SB Styris,36,131
396,336007,SK Raina,32,5536
397,336007,SP Fleming,14,196
398,336007,Shahid Afridi,20,81
399,336008,AM Nayar,12,672
400,336008,DJ Bravo,1,1560
401,336008,GC Smith,5,739
402,336008,M Kaif,4,259
403,336008,M Rawat,1,55
404,336008,MM Patel,0,39
405,336008,RA Jadeja,0,2959
406,336008,RV Uthappa,34,4954
407,336008,SA Asnodkar,39,423
408,336008,SK Trivedi,1,42
409,336008,SK Warne,7,198
410,336008,SR Watson,32,3880
411,336008,ST Jayasuriya,18,768
412,336008,Sohail Tanvir,6,36
413,336008,YK Pathan,1,3222
414,336008,YV Takawale,27,192
415,336009,AB de Villiers,0,5181
416,336009,CK Kapugedera,8,16
417,336009,G Gambhir,80,4217
418,336009,JA Morkel,30,975
419,336009,KD Karthik,6,4843
420,336009,MK Tiwary,5,1695
421,336009,MS Dhoni,33,5243
422,336009,MS Gony,13,99
423,336009,S Badrinath,8,1441
424,336009,S Dhawan,59,6769
425,336009,S Vidyut,40,145
426,336009,SK Raina,1,5536
427,336009,SP Fleming,44,196
428,336009,Shoaib Malik,2,52
429,336009,V Sehwag,23,2728
430,336010,A Chopra,2,53
431,336010,BJ Hodge,10,1400
432,336010,CL White,30,971
433,336010,DJ Hussey,26,1322
434,336010,J Arunkumar,22,23
435,336010,LR Shukla,11,405
436,336010,M Kartik,17,113
437,336010,MV Boucher,50,394
438,336010,P Kumar,4,340
439,336010,R Dravid,5,2174
440,336010,S Chanderpaul,7,25
441,336010,SC Ganguly,20,1349
442,336010,T Taibu,15,31
443,336010,Umar Gul,6,39
444,336010,WP Saha,17,2934
445,336011,AC Gilchrist,61,2069
446,336011,DB Ravi Teja,6,375
447,336011,GC Smith,40,739
448,336011,HH Gibbs,19,886
449,336011,M Kaif,17,259
450,336011,PP Ojha,1,16
451,336011,RG Sharma,5,6630
452,336011,RP Singh,2,52
453,336011,SB Bangar,3,49
454,336011,SB Styris,13,131
455,336011,SR Watson,5,3880
456,336011,Shahid Afridi,1,81
457,336011,Y Venugopal Rao,23,985
458,336011,YK Pathan,68,3222
459,336012,B Akhil,5,76
460,336012,CL White,26,971
461,336012,MV Boucher,18,394
462,336012,Misbah-ul-Haq,0,117
463,336012,P Kumar,8,340
464,336012,R Dravid,11,2174
465,336012,R Vinay Kumar,23,310
466,336012,RV Uthappa,19,4954
467,336012,SP Goswami,20,293
468,336012,SR Tendulkar,40,2334
469,336012,ST Jayasuriya,54,768
470,336012,V Kohli,0,8014
471,336013,DPMD Jayawardene,8,1808
472,336013,IK Pathan,40,1150
473,336013,JA Morkel,7,975
474,336013,JR Hopes,14,417
475,336013,K Goel,1,218
476,336013,MS Dhoni,60,5243
477,336013,PP Chawla,17,624
478,336013,RR Sarwan,20,73
479,336013,S Badrinath,64,1441
480,336013,S Vidyut,8,145
481,336013,SE Marsh,58,2489
482,336013,SK Raina,26,5536
483,336013,SP Fleming,1,196
484,336013,U Kaul,0,0
485,336013,VRV Singh,0,4
486,336013,Yuvraj Singh,2,2754
487,336014,A Chopra,24,53
488,336014,AC Gilchrist,24,2069
489,336014,DB Ravi Teja,10,375
490,336014,DJ Hussey,57,1322
491,336014,HH Gibbs,5,886
492,336014,LR Shukla,14,405
493,336014,RG Sharma,33,6630
494,336014,RP Singh,6,52
495,336014,SB Bangar,2,49
496,336014,SB Styris,5,131
497,336014,SC Ganguly,91,1349
498,336014,Salman Butt,4,193
499,336014,T Taibu,9,31
500,336014,WPUJC Vaas,9,81
501,336014,Y Venugopal Rao,71,985
502,336015,A Mishra,4,381
503,336015,AB de Villiers,20,5181
504,336015,AD Mascarenhas,9,79
505,336015,G Gambhir,31,4217
506,336015,GC Smith,24,739
507,336015,KD Karthik,13,4843
508,336015,M Kaif,1,259
509,336015,M Rawat,5,55
510,336015,MF Maharoof,39,177
511,336015,Niraj Patel,4,121
512,336015,RA Jadeja,6,2959
513,336015,S Dhawan,3,6769
514,336015,SK Warne,11,198
515,336015,SR Watson,74,3880
516,336015,TM Dilshan,18,1153
517,336015,V Sehwag,17,2728
518,336015,VY Mahesh,0,15
519,336015,YK Pathan,8,3222
520,336016,A Kumble,0,35
521,336016,CL White,10,971
522,336016,J Arunkumar,1,23
523,336016,JR Hopes,27,417
524,336016,LA Pomersbach,34,302
525,336016,MV Boucher,39,394
526,336016,Misbah-ul-Haq,21,117
527,336016,P Kumar,5,340
528,336016,R Dravid,29,2174
529,336016,R Vinay Kumar,1,310
530,336016,SE Marsh,74,2489
531,336016,V Kohli,21,8014
532,336016,Z Khan,1,117
533,336017,A Chopra,13,53
534,336017,A Mishra,31,381
535,336017,AB de Villiers,7,5181
536,336017,DJ Hussey,31,1322
537,336017,G Gambhir,10,4217
538,336017,Iqbal Abdulla,1,88
539,336017,LR Shukla,10,405
540,336017,MF Maharoof,10,177
541,336017,MK Tiwary,9,1695
542,336017,PJ Sangwan,0,26
543,336017,S Dhawan,7,6769
544,336017,SC Ganguly,7,1349
545,336017,Salman Butt,48,193
546,336017,T Taibu,7,31
547,336017,TM Dilshan,25,1153
548,336017,V Sehwag,0,2728
549,336017,VY Mahesh,3,15
550,336017,WP Saha,5,2934
551,336018,CK Kapugedera,0,16
552,336018,JA Morkel,5,975
553,336018,MS Dhoni,43,5243
554,336018,RV Uthappa,16,4954
555,336018,S Badrinath,53,1441
556,336018,S Vidyut,16,145
557,336018,SK Raina,1,5536
558,336018,SP Fleming,26,196
559,336018,SR Tendulkar,12,2334
560,336018,ST Jayasuriya,114,768
561,336019,D Salunkhe,6,33
562,336019,JR Hopes,51,417
563,336019,Kamran Akmal,24,128
564,336019,LA Pomersbach,1,302
565,336019,M Kaif,1,259
566,336019,M Rawat,23,55
567,336019,Niraj Patel,57,121
568,336019,Pankaj Singh,1,7
569,336019,SE Marsh,115,2489
570,336019,SR Watson,22,3880
571,336019,YK Pathan,39,3222
572,336019,Younis Khan,3,3
573,336019,Yuvraj Singh,49,2754
574,336020,AC Gilchrist,14,2069
575,336020,DB Ravi Teja,9,375
576,336020,DP Vijaykumar,1,1
577,336020,G Gambhir,79,4217
578,336020,HH Gibbs,22,886
579,336020,MF Maharoof,19,177
580,336020,MK Tiwary,4,1695
581,336020,PM Sarvesh Kumar,1,1
582,336020,PP Ojha,0,16
583,336020,RG Sharma,35,6630
584,336020,RP Singh,1,52
585,336020,S Dhawan,68,6769
586,336020,SB Styris,29,131
587,336020,Shahid Afridi,33,81
588,336020,TM Dilshan,16,1153
589,336020,V Sehwag,0,2728
590,336020,Y Venugopal Rao,34,985
591,336021,A Chopra,1,53
592,336021,AB Agarkar,15,179
593,336021,AB Dinda,1,26
594,336021,DJ Hussey,2,1322
595,336021,DJ Thornely,1,39
596,336021,I Sharma,4,57
597,336021,LR Shukla,0,405
598,336021,Mohammad Hafeez,5,64
599,336021,RV Uthappa,9,4954
600,336021,SC Ganguly,15,1349
601,336021,SR Tendulkar,0,2334
602,336021,ST Jayasuriya,48,768
603,336021,Salman Butt,13,193
604,336021,Shoaib Akhtar,2,2
605,336021,WP Saha,1,2934
606,336022,DPMD Jayawardene,36,1808
607,336022,G Gambhir,40,4217
608,336022,JR Hopes,4,417
609,336022,LA Pomersbach,25,302
610,336022,MF Maharoof,0,177
611,336022,S Dhawan,8,6769
612,336022,SE Marsh,2,2489
613,336022,Shoaib Malik,1,52
614,336022,TM Dilshan,8,1153
615,336022,V Sehwag,51,2728
616,336022,Yuvraj Singh,23,2754
617,336023,A Kumble,8,35
618,336023,Abdur Razzak,0,0
619,336023,CL White,10,971
620,336023,DT Patil,9,13
621,336023,GC Smith,75,739
622,336023,J Arunkumar,0,23
623,336023,JH Kallis,20,2427
624,336023,Misbah-ul-Haq,0,117
625,336023,P Kumar,0,340
626,336023,R Dravid,75,2174
627,336023,SA Asnodkar,50,423
628,336023,SR Watson,46,3880
629,336023,V Kohli,3,8014
630,336023,Z Khan,1,117
631,336024,AC Gilchrist,13,2069
632,336024,AM Nayar,38,672
633,336024,DB Ravi Teja,37,375
634,336024,DJ Bravo,30,1560
635,336024,DJ Thornely,8,39
636,336024,DNT Zoysa,10,11
637,336024,H Das,2,2
638,336024,LPC Silva,17,40
639,336024,PR Shah,10,92
640,336024,RG Sharma,6,6630
641,336024,RP Singh,3,52
642,336024,RR Raje,1,20
643,336024,RV Uthappa,7,4954
644,336024,SR Tendulkar,23,2334
645,336024,ST Jayasuriya,36,768
646,336024,Shahid Afridi,0,81
647,336024,Y Venugopal Rao,57,985
648,336024,YV Takawale,5,192
649,336025,DB Das,27,304
650,336025,DJ Hussey,0,1322
651,336025,LR Shukla,13,405
652,336025,Mohammad Hafeez,6,64
653,336025,PA Patel,19,2848
654,336025,SC Ganguly,2,1349
655,336025,SP Fleming,32,196
656,336025,Salman Butt,73,193
657,336025,WP Saha,15,2934
658,336026,AB de Villiers,21,5181
659,336026,B Akhil,3,76
660,336026,B Chipli,2,280
661,336026,CL White,1,971
662,336026,G Gambhir,39,4217
663,336026,JH Kallis,25,2427
664,336026,KD Karthik,6,4843
665,336026,MF Maharoof,13,177
666,336026,Misbah-ul-Haq,47,117
667,336026,P Kumar,2,340
668,336026,R Dravid,9,2174
669,336026,S Dhawan,16,6769
670,336026,SP Goswami,52,293
671,336026,TM Dilshan,4,1153
672,336026,V Sehwag,47,2728
673,336026,Z Khan,4,117
674,336027,AB Agarkar,5,179
675,336027,DB Das,31,304
676,336027,DJ Hussey,11,1322
677,336027,GC Smith,24,739
678,336027,I Sharma,2,57
679,336027,LR Shukla,15,405
680,336027,M Kaif,34,259
681,336027,Mohammad Hafeez,4,64
682,336027,SA Asnodkar,5,423
683,336027,SC Ganguly,32,1349
684,336027,SR Watson,19,3880
685,336027,Salman Butt,24,193
686,336027,Sohail Tanvir,13,36
687,336027,Umar Gul,7,39
688,336027,WP Saha,11,2934
689,336027,YK Pathan,48,3222
690,336028,A Nehra,0,41
691,336028,AM Nayar,27,672
692,336028,CRD Fernando,2,4
693,336028,DPMD Jayawardene,1,1808
694,336028,DR Smith,20,2385
695,336028,IK Pathan,9,1150
696,336028,JR Hopes,0,417
697,336028,LA Pomersbach,79,302
698,336028,PR Shah,5,92
699,336028,RV Uthappa,9,4954
700,336028,SD Chitnis,15,99
701,336028,SE Marsh,81,2489
702,336028,SM Pollock,0,147
703,336028,SR Tendulkar,65,2334
704,336028,ST Jayasuriya,20,768
705,336028,VS Yeligati,2,2
706,336028,Yuvraj Singh,7,2754
707,336029,A Kumble,2,35
708,336029,B Akhil,6,76
709,336029,JA Morkel,1,975
710,336029,JH Kallis,5,2427
711,336029,L Balaji,0,36
712,336029,M Ntini,0,11
713,336029,MS Dhoni,4,5243
714,336029,MS Gony,4,99
715,336029,MV Boucher,17,394
716,336029,Misbah-ul-Haq,4,117
717,336029,P Kumar,21,340
718,336029,PA Patel,24,2848
719,336029,R Dravid,47,2174
720,336029,R Vinay Kumar,0,310
721,336029,S Badrinath,1,1441
722,336029,S Vidyut,0,145
723,336029,SK Raina,21,5536
724,336029,SP Fleming,45,196
725,336029,SP Goswami,10,293
726,336029,V Kohli,10,8014
727,336031,AC Gilchrist,50,2069
728,336031,DPMD Jayawardene,14,1808
729,336031,HH Gibbs,44,886
730,336031,KC Sangakkara,50,1687
731,336031,LA Pomersbach,13,302
732,336031,LPC Silva,23,40
733,336031,PP Chawla,16,624
734,336031,RG Sharma,50,6630
735,336031,SB Styris,1,131
736,336031,SE Marsh,60,2489
737,336031,Y Venugopal Rao,2,985
738,336031,Yuvraj Singh,17,2754
739,336032,AM Nayar,1,672
740,336032,DR Smith,17,2385
741,336032,G Gambhir,19,4217
742,336032,KD Karthik,56,4843
743,336032,MF Maharoof,20,177
744,336032,MK Tiwary,36,1695
745,336032,PR Shah,0,92
746,336032,RV Uthappa,46,4954
747,336032,S Dhawan,27,6769
748,336032,SD Chitnis,3,99
749,336032,SM Pollock,16,147
750,336032,SR Tendulkar,18,2334
751,336032,ST Jayasuriya,66,768
752,336032,TM Dilshan,0,1153
753,336032,V Sehwag,18,2728
754,336033,A Mukund,0,19
755,336033,GC Smith,91,739
756,336033,JA Morkel,71,975
757,336033,Kamran Akmal,53,128
758,336033,M Kaif,10,259
759,336033,MS Dhoni,12,5243
760,336033,MS Gony,2,99
761,336033,PA Patel,54,2848
762,336033,S Badrinath,1,1441
763,336033,SA Asnodkar,41,423
764,336033,SK Raina,45,5536
765,336033,SP Fleming,7,196
766,336033,T Kohli,3,11
767,336033,YK Pathan,6,3222
768,336034,AC Gilchrist,10,2069
769,336034,AS Yadav,3,49
770,336034,B Chipli,10,280
771,336034,HH Gibbs,5,886
772,336034,JH Kallis,6,2427
773,336034,MV Boucher,16,394
774,336034,Misbah-ul-Haq,3,117
775,336034,P Kumar,8,340
776,336034,R Dravid,26,2174
777,336034,RG Sharma,57,6630
778,336034,SB Bangar,17,49
779,336034,SB Styris,2,131
780,336034,Shahid Afridi,1,81
781,336034,V Kohli,38,8014
782,336034,VVS Laxman,52,282
783,336034,W Jaffer,44,130
784,336035,A Chopra,2,53
785,336035,DB Das,0,304
786,336035,DJ Hussey,12,1322
787,336035,DPMD Jayawardene,11,1808
788,336035,I Sharma,0,57
789,336035,IK Pathan,7,1150
790,336035,JR Hopes,13,417
791,336035,KC Sangakkara,64,1687
792,336035,LR Shukla,5,405
793,336035,PP Chawla,0,624
794,336035,SC Ganguly,86,1349
795,336035,SE Marsh,40,2489
796,336035,Salman Butt,24,193
797,336035,TM Srivastava,1,8
798,336035,Umar Gul,24,39
799,336035,WP Saha,13,2934
800,336035,Yuvraj Singh,27,2754
801,336036,AM Nayar,25,672
802,336036,DR Smith,8,2385
803,336036,Kamran Akmal,18,128
804,336036,M Kaif,12,259
805,336036,MK Pandey,3,3859
806,336036,Niraj Patel,40,121
807,336036,RA Jadeja,23,2959
808,336036,RR Raje,1,20
809,336036,RV Uthappa,3,4954
810,336036,SA Asnodkar,17,423
811,336036,SM Pollock,0,147
812,336036,SR Tendulkar,30,2334
813,336036,SR Watson,18,3880
814,336036,ST Jayasuriya,38,768
815,336036,YK Pathan,2,3222
816,336036,YV Takawale,24,192
817,336037,AC Gilchrist,5,2069
818,336037,AS Yadav,0,49
819,336037,DB Ravi Teja,40,375
820,336037,HH Gibbs,8,886
821,336037,JA Morkel,12,975
822,336037,MS Dhoni,37,5243
823,336037,PA Patel,20,2848
824,336037,PP Ojha,1,16
825,336037,RP Singh,10,52
826,336037,SB Styris,20,131
827,336037,SK Raina,54,5536
828,336037,SP Fleming,14,196
